"State","Measure ID","Measure Name","Score","Footnote","Start Date","End Date"
WA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.631,,01/01/2024,12/31/2024
WA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.662,,01/01/2024,12/31/2024
WA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.826,,01/01/2024,12/31/2024
WA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.740,,01/01/2024,12/31/2024
WA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.893,,01/01/2024,12/31/2024
WA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.185,,01/01/2024,12/31/2024
WA,HAI_3_SIR,SSI - Colon Surgery,1.031,,01/01/2024,12/31/2024
WA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.887,,01/01/2024,12/31/2024
WA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.694,,01/01/2024,12/31/2024
WA,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.242,,01/01/2024,12/31/2024
WA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.425,,01/01/2024,12/31/2024
WA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.626,,01/01/2024,12/31/2024
WA,HAI_5_SIR,MRSA Bacteremia,0.518,,01/01/2024,12/31/2024
WA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.407,,01/01/2024,12/31/2024
WA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.478,,01/01/2024,12/31/2024
WA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.442,,01/01/2024,12/31/2024
WI,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.467,,01/01/2024,12/31/2024
WI,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.641,,01/01/2024,12/31/2024
WI,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.549,,01/01/2024,12/31/2024
WI,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.501,,01/01/2024,12/31/2024
WI,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.668,,01/01/2024,12/31/2024
WI,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.580,,01/01/2024,12/31/2024
WI,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.858,,01/01/2024,12/31/2024
WI,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.164,,01/01/2024,12/31/2024
WI,HAI_3_SIR,SSI - Colon Surgery,1.002,,01/01/2024,12/31/2024
WI,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,1.051,,01/01/2024,12/31/2024
WI,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.973,,01/01/2024,12/31/2024
WI,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.458,,01/01/2024,12/31/2024
WI,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.412,,01/01/2024,12/31/2024
WI,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.658,,01/01/2024,12/31/2024
WI,HAI_5_SIR,MRSA Bacteremia,0.524,,01/01/2024,12/31/2024
WI,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.538,,01/01/2024,12/31/2024
WI,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.625,,01/01/2024,12/31/2024
WI,HAI_6_SIR,Clostridium Difficile (C.Diff),0.580,,01/01/2024,12/31/2024
WV,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.659,,01/01/2024,12/31/2024
WV,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.939,,01/01/2024,12/31/2024
WV,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.790,,01/01/2024,12/31/2024
WV,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.446,,01/01/2024,12/31/2024
WV,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.642,,01/01/2024,12/31/2024
WV,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.537,,01/01/2024,12/31/2024
WV,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.982,,01/01/2024,12/31/2024
WV,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.541,,01/01/2024,12/31/2024
WV,HAI_3_SIR,SSI - Colon Surgery,1.238,,01/01/2024,12/31/2024
WV,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.612,,01/01/2024,12/31/2024
WV,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.699,,01/01/2024,12/31/2024
WV,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.054,,01/01/2024,12/31/2024
WV,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.654,,01/01/2024,12/31/2024
WV,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.012,,01/01/2024,12/31/2024
WV,HAI_5_SIR,MRSA Bacteremia,0.818,,01/01/2024,12/31/2024
WV,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.511,,01/01/2024,12/31/2024
WV,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.633,,01/01/2024,12/31/2024
WV,HAI_6_SIR,Clostridium Difficile (C.Diff),0.569,,01/01/2024,12/31/2024
WY,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.220,,01/01/2024,12/31/2024
WY,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.128,,01/01/2024,12/31/2024
WY,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.542,,01/01/2024,12/31/2024
WY,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.318,,01/01/2024,12/31/2024
WY,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.051,,01/01/2024,12/31/2024
WY,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.605,,01/01/2024,12/31/2024
WY,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.381,,01/01/2024,12/31/2024
WY,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.557,,01/01/2024,12/31/2024
WY,HAI_3_SIR,SSI - Colon Surgery,0.820,,01/01/2024,12/31/2024
WY,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.025,,01/01/2024,12/31/2024
WY,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.501,,01/01/2024,12/31/2024
WY,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.507,,01/01/2024,12/31/2024
WY,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.325,,01/01/2024,12/31/2024
WY,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.963,,01/01/2024,12/31/2024
WY,HAI_5_SIR,MRSA Bacteremia,0.886,,01/01/2024,12/31/2024
WY,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.276,,01/01/2024,12/31/2024
WY,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.588,,01/01/2024,12/31/2024
WY,HAI_6_SIR,Clostridium Difficile (C.Diff),0.410,,01/01/2024,12/31/2024
