"Facility ID","Facility Name","Address","City/Town","State","ZIP Code","County/Parish","Telephone Number","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients' rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends","Patients who reported PROBABLY YES they would recommend the facility to family or friends","Patients who reported NO, they would not recommend the facility to family or friends","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
05C0001503,PARKWAY ENDOSCOPY CENTER,488 E. VALLEY PARKWAY STE 110,ESCONDIDO,CA,92025,,(760) 735-6290,96,4,0,98,92,6,2,95,86,12,2,94,88,10,2,96,3,1276,221,17,01/01/2024,12/31/2024
05C0001508,STOCKTON OUTPATIENT SURGERY CENTER LLC DBA AMBULATORY SURGERY CENTER OF STOCKTON,2388 NORTH CALIFORNIA ST,STOCKTON,CA,95204,,(209) 944-9100,96,4,0,98,91,8,1,95,89,9,2,96,88,8,4,94,,757,248,33,01/01/2024,12/31/2024
05C0001511,MONTEREY PENINSULA SURGERY CENTER MUNRAS AVE,665 MUNRAS AVE. STE. 100,MONTEREY,CA,93940,,(831) 372-2169,98,2,0,99,92,4,4,94,86,13,1,95,82,17,1,93,"3,6",338,72,21,01/01/2024,12/31/2024
05C0001512,SURGERY CENTER OF LONG BEACH,"2880 ATLANTIC AVE, STE. 160",LONG BEACH,CA,90806,,(562) 988-9566,99,1,0,99,88,9,3,93,97,3,0,96,89,8,3,95,"3,6",214,73,34,01/01/2024,12/31/2024
05C0001514,AIRPORT ENDOSCOPY CENTER,8110 AIRPORT BLVD FIRST FLOOR,LOS ANGELES,CA,90045,,(310) 846-4150,83,13,4,90,77,13,10,84,65,19,16,83,56,23,21,75,"3,6",657,64,10,01/01/2024,12/31/2024
05C0001516,PREMIER OUTPATIENT SURGERY CENTER,900 EAST WASHINGTON ST SUITE 155,COLTON,CA,92324,,(909) 370-2190,97,3,0,98,94,5,1,96,96,4,0,98,91,8,1,96,3,695,147,21,01/01/2024,12/31/2024
05C0001529,SANTA BARBARA SURGERY CENTER,3045 DE LA VINA ST,SANTA BARBARA,CA,93105,,(805) 569-3226,97,3,0,99,93,6,1,96,92,6,2,96,94,5,1,97,,788,293,37,01/01/2024,12/31/2024
05C0001532,TORRANCE SURGERY CENTER LP,23560 CRENSHAW BLVD SUITE 104,TORRANCE,CA,90505,,(310) 517-4880,97,3,0,98,92,6,2,95,89,9,2,95,87,10,3,94,3,750,237,32,01/01/2024,12/31/2024
05C0001534,FOLSOM OUTPATIENT SURGERY CENTER LP DBA FOLSOM SURGERY CENTER,1651 CREEKSIDE DR SUITE 100,FOLSOM,CA,95630,,(916) 673-1990,97,2,1,98,92,7,1,95,92,6,2,95,91,7,2,96,,651,206,32,01/01/2024,12/31/2024
05C0001536,FRESNO CA ENDOSCOPY ASC LP,"7055 NORTH FRESNO ST, SUITE 100",FRESNO,CA,93720,,(559) 448-8360,97,3,0,98,87,10,3,92,90,8,2,95,87,11,2,94,3,1185,288,24,01/01/2024,12/31/2024
05C0001542,CALIFORNIA SPECIALTY SURGERY CENTER LP,26371 CROWN VALLEY PARKWAY,MISSION VIEJO,CA,92691,,(949) 348-0544,,,,,,,,,,,,,,,,,1,,,,,
05C0001547,WAVERLEY SURGERY CENTER LLC,400 FOREST AVE.,PALO ALTO,CA,94301,,(650) 324-0600,99,1,0,99,96,3,1,98,90,8,2,95,90,8,2,96,3,415,102,25,01/01/2024,12/31/2024
05C0001548,FOLSOM SIERRA ENDOSCOPY CENTER LP,1671 CREEKSIDE DR STE 100,FOLSOM,CA,95630,,(916) 983-7475,97,3,0,99,94,5,1,96,92,5,3,96,89,9,2,95,3,1441,291,20,01/01/2024,12/31/2024
05C0001552,SUMMIT SURGICAL,1630 EAST HERNDON AVE #100,FRESNO,CA,93720,,(559) 256-1601,98,2,0,99,92,6,2,95,93,6,1,97,90,9,1,96,,1445,452,31,01/01/2024,12/31/2024
05C0001554,SIERRA ENDOSCOPY CENTER,300 SIERRA COLLEGE DR SUITE 105,GRASS VALLEY,CA,95945,,(530) 273-3377,98,2,0,99,91,7,2,95,90,9,1,96,90,9,1,96,,1259,419,33,01/01/2024,12/31/2024
05C0001558,PACIFIC ENDO-SURGICAL CENTER LP,3445 PACIFIC COAST HWY SUITE 120,TORRANCE,CA,90505,,(310) 326-1666,96,3,1,98,90,8,2,94,83,15,2,93,82,16,2,93,,924,236,26,01/01/2024,12/31/2024
05C0001560,EL DORADO SURGERY CENTER LLC,4300 GOLDEN CENTER DRIVE SUITE E,PLACERVILLE,CA,95667,,(530) 344-1680,97,3,0,99,94,4,2,96,90,8,2,96,90,7,3,95,3,417,157,38,01/01/2024,12/31/2024
05C0001565,MISSION VALLEY HEIGHTS SURGERY CENTER,7485 MISSION VALLEY RD SUITE 106,SAN DIEGO,CA,92108,,(619) 291-3737,97,3,0,99,96,4,0,98,93,6,1,96,92,7,1,96,3,813,237,29,01/01/2024,12/31/2024
05C0001571,UNIVERSITY SURGERY CENTER,1390 E. YOSEMITE AVE. STE. B,MERCED,CA,95340,,(209) 580-3409,97,3,0,98,88,10,2,93,86,12,2,94,82,14,4,92,,1385,291,21,01/01/2024,12/31/2024
05C0001572,ROSEVILLE SURGERY CENTER,1420 ROSEVILLE PARKWAY SUITE 100,ROSEVILLE,CA,95661,,(916) 677-2488,93,6,1,96,90,8,2,94,81,12,7,92,79,16,5,91,,739,242,33,01/01/2024,12/31/2024
05C0001576,LEE AND BAE GI MEDICAL CORPORATION,"3200 WILSHIRE BLVD, SUITE 101",LOS ANGELES,CA,90006,,(000) 000-0000,92,7,1,95,80,17,3,88,70,23,7,88,65,30,5,86,3,790,114,14,01/01/2024,12/31/2024
05C0001579,MAIN STREET SPECIALTY SURGERY CENTER LLC,280 S. MAIN ST #100,ORANGE,CA,92868,,(714) 704-1900,96,4,0,98,99,0,1,99,99,1,0,98,95,5,0,99,"3,10",117,35,30,01/01/2024,12/31/2024
05C0001583,POWAY SURGERY CENTER,15525 POMERADO RD SUITE E2,POWAY,CA,92064,,(858) 521-0003,98,2,0,99,94,5,1,97,96,3,1,97,91,7,2,96,"3,6",214,81,38,01/01/2024,12/31/2024
05C0001595,SANTA MARIA DIGESTIVE DIAGNOSTIC CENTER,1315 SOUTH MILLER STREET SUITE 101,SANTA MARIA,CA,93454,,(805) 349-2945,95,3,2,96,86,12,2,92,85,8,7,92,95,5,0,98,"3,10",154,28,20,01/01/2024,12/31/2024
05C0001596,TRESANTI SURGICAL CENTER LLC,"5201 NORRIS CANYON RD., # 100",SAN RAMON,CA,94583,,(925) 973-0605,99,1,0,99,92,7,1,96,94,5,1,97,92,8,0,97,,890,263,30,01/01/2024,12/31/2024
05C0001601,REGIONAL HAND CENTER OF CENTRAL CALIFORNIA INC,2139 EAST BEECHWOOD AVE,FRESNO,CA,93720,,(559) 322-4204,,,,,,,,,,,,,,,,,1,,,,,
05C0001604,ENDOSCOPY CENTER OF SOUTH SACRAMENTO,8120 TIMBERLAKE WAY SUITE 103,SACRAMENTO,CA,95823,,(916) 681-2350,94,4,2,96,90,8,2,94,80,17,3,92,80,17,3,92,,991,196,20,01/01/2024,12/31/2024
05C0001617,ENDOSCOPY CENTER OF INLAND EMPIRE LLC,40404 CALIFORNIA OAKS RD SUITE A,MURRIETA,CA,92562,,(951) 304-0200,97,3,0,98,92,7,1,96,86,12,2,95,86,10,4,93,3,709,159,22,01/01/2024,12/31/2024
05C0001623,INLAND EYE SPECIALISTS A MEDICAL CORP,"25395 HANCOCK AVE, STE. 100",MURRIETA,CA,92562,,(951) 696-5388,94,5,1,97,88,9,3,93,91,4,5,94,86,14,0,95,"3,6",195,50,26,01/01/2024,12/31/2024
05C0001634,VALLEY DIGESTIVE HEALTH CENTER,"488 E. SANTA CLARA ST., SUITE 102",ARCADIA,CA,91006,,(626) 359-9555,95,3,2,97,88,10,2,93,94,4,2,96,87,5,8,91,"3,6",239,54,23,01/01/2024,12/31/2024
05C0001641,EAST BAY ENDOSURGERY,300 FRANK OGAWA PLAZA SUITE 135,OAKLAND,CA,94612,,(510) 893-1600,97,2,1,98,89,7,4,92,80,16,4,93,83,11,6,91,3,560,121,22,01/01/2024,12/31/2024
05C0001643,NORTH STATE SURGERY CENTERS DBA MERCY SURGERY CENTER,2175 ROSALINE AVE SUITE A,REDDING,CA,96001,,(530) 245-4845,98,2,0,99,91,8,1,95,89,10,1,95,87,12,1,95,,677,195,29,01/01/2024,12/31/2024
05C0001656,VENTURA ENDOSCOPY CENTER LLC,5810 RALSTON ST SUITE 101,VENTURA,CA,93003,,(805) 641-3848,96,3,1,98,87,11,2,92,86,11,3,94,83,16,1,94,,1412,338,24,01/01/2024,12/31/2024
05C0001662,TEMPLETON ENDOSCOPY CENTER,1320 LAS TABLAS SUITE A,TEMPLETON,CA,93465,,(805) 434-9950,98,2,0,99,94,4,2,96,91,8,1,96,91,6,3,95,3,451,119,26,01/01/2024,12/31/2024
05C0001665,BAY AREA ENDOSCOPY CENTER LLC,"22455 MAPLE CT, STE. 150",HAYWARD,CA,94541,,(510) 538-9900,98,1,1,99,91,8,1,95,90,9,1,96,91,9,0,97,"3,6",373,86,23,01/01/2024,12/31/2024
05C0001673,GLENDORA DIGESTIVE DISEASE INSTITUTE,1794 S. BARRANCA AVE.,GLENDORA,CA,91740,,(626) 858-4600,97,3,0,98,91,7,2,95,90,7,3,95,90,8,2,96,3,471,135,29,01/01/2024,12/31/2024
05C0001692,ADVANCED AMBULATORY SURGERY CENTER LP,"1901 W. LUGONIA AVE, STE 100",REDLANDS,CA,92374,,(909) 557-1700,97,3,0,99,92,7,1,96,96,1,3,96,93,5,2,97,"3,6",183,52,31,01/01/2024,12/31/2024
05C0001711,ST JOSEPH'S SURGERY CENTER,1800 NORTH CALIFORNIA ST SUITE 1,STOCKTON,CA,95204,,(209) 467-6316,97,3,0,98,93,6,1,96,89,11,0,95,85,15,0,95,,824,182,22,01/01/2024,12/31/2024
05C0001719,SCRIPPS HEALTH,10010 CAMPUS POINT DR,SAN DIEGO,CA,92121,,(619) 743-5565,98,2,0,99,95,4,1,97,92,7,1,96,90,8,2,96,,2541,729,29,01/01/2024,12/31/2024
05C0001730,ADVANCED ENDOSCOPY AND PAIN CENTER LLC,1753 WEST AVE J SUITE A,LANCASTER,CA,93534,,(661) 206-0555,93,6,1,96,82,12,6,88,80,15,5,91,79,20,1,92,"3,6",387,70,18,01/01/2024,12/31/2024
05C0001741,CASA COLINA SURGERY CENTER,255 EAST BONITA AVE BUILDING 3B,POMONA,CA,91767,,(909) 593-3550,99,1,0,99,91,8,1,95,93,5,2,96,90,7,3,95,"3,6",389,70,18,01/01/2024,12/31/2024
05C0001750,REAGAN ST SURGERY CENTER,10904 REAGAN ST,LOS ALAMITOS,CA,90720,,(562) 596-3140,98,2,0,99,89,9,2,94,85,15,0,95,88,10,2,95,3,500,127,25,01/01/2024,12/31/2024
05C0001753,COURTYARD SURGERY PAVILION INC,112 N. AKERS,VISALIA,CA,93291,,(559) 733-4372,98,2,0,99,93,6,1,96,96,3,1,98,93,6,1,97,3,333,127,39,01/01/2024,12/31/2024
05C0001756,THE ENDOSCOPY CENTER,"700 GARDEN VIEW CT., SUITE 101",ENCINITAS,CA,92024,,(760) 274-2700,99,1,0,99,92,7,1,95,92,7,1,96,90,10,0,97,,958,284,30,01/01/2024,12/31/2024
05C0001757,GRASS VALLEY SURGERY CENTER,408 SIERRA COLLEGE DR,GRASS VALLEY,CA,95945,,(530) 271-2282,98,2,0,99,93,6,1,96,93,6,1,96,96,4,0,99,,376,171,45,01/01/2024,12/31/2024
05C0001764,SANTA CLARITA SURGERY CENTER DBA PROVIDENCE SUMMIT SURGERY CENTER,26357 MCBEAN PARKWAY SUITE 100,SANTA CLARITA,CA,91355,,(661) 799-8300,98,2,0,99,92,7,1,95,92,7,1,96,89,10,1,96,,718,187,26,01/01/2024,12/31/2024
05C0001803,PACIFIC ENDOSCOPY AND SURGERY CENTER LLC,17815 NEWHOPE ST SUITE R,FOUNTAIN VALLEY,CA,92708,,(714) 432-8881,98,1,1,99,97,2,1,98,88,10,2,95,87,9,4,94,3,626,141,23,01/01/2024,12/31/2024
05C0001813,RENAISSANCE SURGERY CENTER LLC,2365 EAST FIR AVE,FRESNO,CA,93720,,(559) 797-9100,98,2,0,99,96,3,1,97,93,5,2,96,91,6,3,96,,582,189,32,01/01/2024,12/31/2024
05C0001816,MONTEREY PENNISULA SURGERY CENTER LLC,"2 UPPER RAGSDALE DR, BLDG. B-160",MONTEREY,CA,93940,,(831) 372-2169,97,3,0,98,92,6,2,95,91,9,0,96,90,8,2,95,"3,6",318,73,23,01/01/2024,12/31/2024
05C0001831,THE SURGERY CENTER AT NORTHBAY VACA VALLEY,1006 NUT TREE RD,VACAVILLE,CA,95687,,(707) 628-8200,96,3,1,98,92,6,2,95,88,10,2,95,85,13,2,94,,3041,491,16,01/01/2024,12/31/2024
05C0001840,OASIS SURGERY CENTER LP,815 AUTO CENTER DR.,PALMDALE,CA,93551,,(661) 206-6262,98,2,0,99,88,9,3,93,92,7,1,96,91,8,1,97,,1584,246,16,01/01/2024,12/31/2024
05C0001842,SCRIPPS ENCINITAS SURGERY CENTER LLC,320 SANTA FE DR  SUITE LL2,ENCINITAS,CA,92024,,(760) 632-3900,98,2,0,99,91,7,2,95,90,8,2,95,87,11,2,95,,795,230,29,01/01/2024,12/31/2024
05C0001849,SPECIALTY SURGICAL CENTER OF THOUSAND OAKS LP,"696 HAMPSHIRE RD, SUITE 100",WESTLAKE VILLAGE,CA,91361,,(805) 413-7920,96,4,0,98,92,6,2,95,89,10,1,95,87,11,2,95,,3107,842,27,01/01/2024,12/31/2024
05C0001860,TALBERT SURGICAL ASSOCIATES,"7677 CENTER AVE, # 104",HUNTINGTON BEACH,CA,92647,,(714) 881-8722,94,5,1,97,87,11,2,92,83,13,4,93,76,20,4,90,,1987,406,20,01/01/2024,12/31/2024
05C0001863,HACIENDA OUTPATIENT SURGERY CENTER LLC DBA HACIENDA SURGERY CENTER,4626 WILLOW RD SUITE 100,PLEASANTON,CA,94588,,(925) 734-6744,99,1,0,99,94,5,1,97,94,6,0,97,94,6,0,98,,829,188,23,01/01/2024,12/31/2024
05C0001879,SCRIPPS HEALTH,10010 CAMPUS POINT DR,SAN DIEGO,CA,92121,,(619) 743-5565,98,2,0,99,93,6,1,96,92,6,2,96,91,8,1,96,,4384,927,21,01/01/2024,12/31/2024
05C0001943,TOURNEY PLAZA SURGICAL CENTER,27420 TOURNEY RD SUITE 160,VALENCIA,CA,91355,,(661) 222-3100,,,,,,,,,,,,,,,,,1,,,,,
05C0002005,CAPITOLA SURGERY CENTER,2265 41ST AVE,CAPITOLA,CA,95010,,(831) 372-2169,92,7,1,96,87,7,6,90,82,14,4,93,80,14,6,91,"3,10",290,45,16,01/01/2024,12/31/2024
05C0002025,VIRGIL ENDOSCOPY CENTER LLC,500 S. VIRGIL AVE,LOS ANGELES,CA,90020,,(213) 738-6090,90,9,1,95,83,12,5,89,73,18,9,89,64,25,11,82,3,733,105,14,01/01/2024,12/31/2024
05C0002054,FACEY MEDICAL FOUNDATION,11333 N. SEPULVEDA BLVD,MISSION HILLS,CA,91345,,(818) 869-7048,96,3,1,98,88,10,2,93,84,12,4,94,82,13,5,92,3,3460,593,20,01/01/2024,12/31/2024
05C0002058,UC REGENTS UCLA DEPT OF MEDICINE PROFESSIONAL GROUP,25775 WEST MCBEAN PARKWAY SUITE 115,LOS ANGELES,CA,90095,,(661) 253-7956,,,,,,,,,,,,,,,,,1,,,,,
05C0002102,BAY AREA SURGICAL SPECIALIST SERVICES LLC,"460 NORTH WIGET LANE, SUITE A",WALNUT CREEK,CA,94598,,(925) 378-4949,96,3,1,98,87,11,2,92,88,9,3,93,79,17,4,91,"3,6",340,69,20,01/01/2024,12/31/2024
05C0002170,PAVILION SURGERY CENTER,1140 WEST LA VETA AVE SUITE 300,ORANGE,CA,92868,,(714) 744-8850,97,3,0,99,97,3,0,98,97,2,1,97,95,5,0,98,"3,10",117,31,26,01/01/2024,12/31/2024
05C0002179,SCRIPPS HEALTH,10010 CAMPUS POINT DR,SAN DIEGO,CA,92121,,(619) 743-5565,98,2,0,99,92,7,1,96,90,9,1,95,90,9,1,96,,6416,1039,16,01/01/2024,12/31/2024
05C0002196,VENTANA SURGICAL CENTER LLC,18133 VENTURA BLVD SUITE 400,ADDISON,CA,91356,,(818) 668-6200,95,4,1,97,92,7,1,95,86,9,5,93,78,19,3,92,,1132,227,20,01/01/2024,12/31/2024
05C0002199,SURGCENTER OF SAN DIEGO DBA ADVANCED SURGERY CENTER OF NORTH COUNTY,488 EAST VALLEY PARKWAY SUITE 100,ESCONDIDO,CA,92025,,(760) 546-4386,98,2,0,99,92,7,1,96,91,8,1,96,86,13,1,95,,830,224,27,01/01/2024,12/31/2024
05C0002209,KERN MEDICAL SURGERY CENTER LLC,9300 STOCKDALE HIGHWAY SUITE 200,BAKERSFIELD,CA,93311,,(000) 000-0000,,,,,,,,,,,,,,,,,1,,,,,
05C0002215,WEST COAST JOINT AND SPINE CENTER,8135 SARATOGA WAY,EL DORADO HILLS,CA,95762,,(000) 000-0000,98,2,0,99,92,6,2,95,92,5,3,96,90,7,3,95,,726,223,31,01/01/2024,12/31/2024
05C0002244,NORCAL ANESTHESIA AND PAIN AFFILIATES INC DBA CHICO SURGICAL AFFILIATES,615 WEST EAST AVENUE,CHICO,CA,95926,,(530) 487-8114,96,4,0,98,85,12,3,91,81,16,3,94,83,17,0,94,"3,6",349,93,28,01/01/2024,12/31/2024
05C0002272,SEVEN OAKS SURGERY CENTER LLC,401 EAST HIGHLAND AVENUE,SAN BERNARDINO,CA,92404,,(909) 557-1600,100,0,0,100,92,6,2,95,92,6,2,96,91,9,0,97,"3,10",191,46,27,01/01/2024,12/31/2024
05C0002282,SCRIPPS HEALTH DBA ASC JEFFERSON,2205 VISTA WAY,OCEANSIDE,CA,92054,,(000) 000-0000,99,1,0,99,93,6,1,96,92,7,1,96,91,8,1,96,,3061,674,22,01/01/2024,12/31/2024
06C0001028,KAISER PERMANENTE SURGERY CTR,2045 FRANKLIN ST,DENVER,CO,80205,,(303) 764-4420,98,2,0,99,94,5,1,97,87,11,2,95,82,15,3,93,,3056,875,29,01/01/2024,12/31/2024
06C0001029,PUEBLO AMBULATORY SURGERY CENTER LLC,25 MONTEBELLO RD,PUEBLO,CO,81001,,(719) 544-1600,98,1,1,99,96,4,0,98,82,15,3,94,87,10,3,94,"3,10",186,48,26,01/01/2024,12/31/2024
06C0001049,ROCKY MOUNTAIN ENDOSCOPY CENTERS LLC,10001 N. WASHINGTON ST.,THORNTON,CO,80229,,(303) 205-1090,96,3,1,98,88,9,3,93,84,12,4,93,80,18,2,92,,1004,176,18,01/01/2024,12/31/2024
06C0001050,ROCKY MOUNTAIN LASER AND SURGERY CENTER,1402 FORTINO BLVD,PUEBLO,CO,81008,,(719) 583-8700,93,6,1,96,86,12,2,92,86,7,7,92,79,14,7,90,3,356,107,30,01/01/2024,12/31/2024
06C0001056,MADISON STREET SURGERY CENTER LLC,55 MADISON ST. 200,DENVER,CO,80206,,(303) 388-0599,97,3,0,99,94,5,1,97,85,13,2,94,82,15,3,93,3,424,125,29,01/01/2024,12/31/2024
06C0001057,AUDUBON AMBULATORY SURGERY CENTER LLC,3030 N. CIR DR STE 101,COLORADO SPRINGS,CO,80909,,(719) 355-3422,98,2,0,99,93,5,2,96,89,10,1,95,88,12,0,96,,967,227,23,01/01/2024,12/31/2024
06C0001058,GOLDEN RIDGE SURGERY CENTER,660 GOLDEN RIDGE RD SUITE 110,GOLDEN,CO,80401,,(303) 963-1507,97,3,0,99,93,6,1,96,90,8,2,96,87,13,0,96,,843,231,27,01/01/2024,12/31/2024
06C0001061,HARMONY SURGERY CENTER LLC,2127 EAST HARMONY RD SUITE 200,FORT COLLINS,CO,80528,,(970) 297-6350,98,2,0,99,92,7,1,95,89,11,0,95,91,8,1,96,3,511,118,23,01/01/2024,12/31/2024
06C0001070,ROCKY MOUNTAIN ENDOSCOPY CENTERS LLC,7000 WEST COLFAX AVENUE,LAKEWOOD,CO,80214,,(303) 205-1090,94,5,1,97,89,9,2,93,78,16,6,91,73,23,4,89,,1161,275,24,01/01/2024,12/31/2024
06C0001074,VAIL VALLEY SURGERY CENTER LLC DBA VAIL VALLEY SURGERY CENTER VAIL,181 WEST MEADOW DR  3R,VAIL,CO,81657,,(970) 477-3793,99,1,0,100,95,5,0,97,97,3,0,98,97,3,0,99,"3,10",217,38,18,01/01/2024,12/31/2024
06C0001079,SUMMIT VIEW SURGERY CENTER,7730 SOUTH BROADWAY,LITTLETON,CO,80122,,(303) 730-2376,98,2,0,99,89,9,2,94,88,9,3,95,86,12,2,94,,938,206,22,01/01/2024,12/31/2024
06C0001085,CROWN POINT SURGERY CENTER,9397 CROWN CREST BLVD SUITE 110,PARKER,CO,80138,,(720) 974-6495,96,3,1,98,90,9,1,94,82,14,4,94,81,17,2,93,,810,169,21,01/01/2024,12/31/2024
06C0001092,ENDOSCOPY CENTER OF GRAND JUNCTION,1035 WELLINGTON AVE SUITE 102,GRAND JUNCTION,CO,81501,,(970) 257-6915,96,4,0,98,90,8,2,94,92,6,2,96,91,8,1,96,3,710,204,29,01/01/2024,12/31/2024
06C0001109,BLACK CANYON SURGICAL CENTER LLC,"611 E. STAR CT, SUITE C",MONTROSE,CO,81401,,(970) 249-6842,98,1,1,99,94,4,2,96,92,3,5,95,81,13,6,90,"3,6",201,70,35,01/01/2024,12/31/2024
06C0001110,HARVARD PARK SURGERY CENTER LLC,1000 EAST HARVARD AVE,DENVER,CO,80210,,(303) 778-5773,97,3,0,98,90,8,2,94,84,11,5,92,83,15,2,93,,540,152,28,01/01/2024,12/31/2024
06C0001114,ARKANSAS VALLEY SURGERY CENTER,933 SELLS AVE SUITE B,CANON CITY,CO,81212,,(719) 275-6433,98,2,0,99,95,4,1,97,90,8,2,95,89,8,3,94,3,390,124,32,01/01/2024,12/31/2024
06C0001118,HIGHLINE SOUTH AMBULATORY SURGERY,11W DRY CREEK CIRLCE # 120,LITTLETON,CO,80120,,(303) 951-8100,94,5,1,97,92,5,3,95,85,14,1,95,82,14,4,92,6,235,58,25,01/01/2024,12/31/2024
06C0001131,AUDUBON AMBULATORY SURGERY CENTER LLC DBA AUDUBON ASC AT ST FRANCIS,6011 EAST WOODMEN ROAD SUITE 200,COLORADO SPRINGS,CO,80923,,(719) 355-3400,97,2,1,98,92,6,2,95,85,10,5,93,80,16,4,92,,1039,250,24,01/01/2024,12/31/2024
06C0001134,VAIL VALLEY SURGERY CENTER LLC DBA VAIL VALLEY SURGERY CENTER EDWARDS,320 BEARD CREEK RD SUITE 100,EDWARDS,CO,81632,,(970) 477-3793,99,1,0,99,92,7,1,96,88,11,1,95,89,10,1,96,3,890,174,20,01/01/2024,12/31/2024
06C0001145,KAISER PERMANENTE AMBULATORY SURG CTR LONE TREE,10240 PARK MEADOWS DRIVE,LONE TREE,CO,80124,,(000) 000-0000,98,2,0,99,94,5,1,97,93,6,1,96,89,9,2,95,,3102,985,32,01/01/2024,12/31/2024
06C0001149,THE ORTHOPAEDIC AND SPINE CENTER OF SOUTHERN COLORADO LLC,"4110 BRIARGATE PARKWAY, SUITE 200",COLORADO SPRINGS,CO,80920,,(402) 278-1472,96,4,0,98,95,5,0,98,85,15,0,96,84,16,0,94,"3,10",130,27,21,01/01/2024,12/31/2024
06C0001159,HIGHLINE SOUTH AMBULATORY SURGERY CENTER,11 WEST DRY CREEK CIR SUITE 120,LITTLETON,CO,80120,,(303) 951-8100,98,2,0,99,95,5,0,98,93,4,3,97,90,9,1,96,10,191,48,26,01/01/2024,12/31/2024
06C0001162,UCHEALTH LONGS PEAK SURGERY CENTER,1750 EAST KEN PRATT BLVD,LONGMONT,CO,80504,,(720) 718-8333,97,3,0,98,91,8,1,95,91,7,2,96,88,10,2,95,,2369,397,17,01/01/2024,12/31/2024
06C0001163,SOUTH DENVER SURGERY CENTER,300 EAST MINERAL AVE #9,LITTLETON,CO,80122,,(720) 360-3400,98,2,0,99,95,4,1,97,89,10,1,96,88,11,1,96,,695,188,27,01/01/2024,12/31/2024
06C0001177,UC HEALTH AMBULATORY SURGICAL CENTER INVERNESS ORTHOPEDICS AND SPINE SURGERY CENTER,175 INVERNESS DR WEST,ENGLEWOOD,CO,80112,,(720) 516-9856,97,3,0,99,94,5,1,96,96,3,1,97,93,6,1,97,,2624,301,11,01/01/2024,12/31/2024
06C0001178,DENVER DIAGNOSTIC ASC LLC,7800 EAST ORCHARD ROAD SUITE 350,GREENWOOD VILLAGE,CO,80111,,(720) 598-0805,95,4,1,98,89,11,0,95,95,4,1,96,86,11,3,93,6,329,93,29,01/01/2024,12/31/2024
06C0001184,UCHEALTH AMBULATORY SURGERY CENTERS DBA UCHEALTH CHERRY CREEK NORTH SURGERY CENTER,100 COOK STREET SUITE 500,DENVER,CO,80206,,(000) 000-0000,97,2,1,98,95,4,1,97,92,7,1,96,89,10,1,96,,3003,334,11,01/01/2024,12/31/2024
06C0001185,COLORADO UROLOGIC SURGERY CENTER,3 SUPERIOR DRIVE SUITE 301,SUPERIOR,CO,80027,,(000) 000-0000,95,4,1,97,87,11,2,93,84,14,2,93,78,20,2,92,,1212,281,23,01/01/2024,12/31/2024
06C0001190,COLORADO UROLOGIC SURGERY CENTER,255 SOUTH ROUTT STREET,LAKEWOOD,CO,80228,,(303) 695-6106,97,2,1,98,89,9,2,93,85,11,4,93,79,19,2,92,,1104,267,24,01/01/2024,12/31/2024
06C0001191,SOUTH DENVER SURGICAL SERVICES LLC DBA SOUTH DENVER UROLOGY,11 WEST DRY CREEK CIRCLE SUITE 120,LITTLETON,CO,80120,,(303) 835-1129,92,6,2,95,89,8,3,93,87,6,7,92,78,15,7,90,6,152,53,36,01/01/2024,12/31/2024
06C0001195,COLORADO UROLOGIC SURGERY CENTER LLC,10535 PARK MEADOWS BOULEVARD SUITE 102,LONE TREE,CO,80124,,(303) 695-6106,96,3,1,98,88,10,2,93,84,14,2,94,78,20,2,92,,1233,294,24,01/01/2024,12/31/2024
06C0001197,SUMMIT ORTHOPEDIC SURGERY CENTER LLC DBA DILLON SURGERY CENTER,365 DILLON RIDGE ROAD,DILLON,CO,80435,,(970) 485-7070,96,4,0,98,89,8,3,93,91,8,1,95,87,12,1,95,"3,6",479,88,18,01/01/2024,12/31/2024
06C0001198,NORTH DENVER MUSCULOSKELETAL SURGICAL PARTNERS LLC,14190 ORCHARD PARKWAY SUITE 100,WESTMINSTER,CO,80023,,(720) 856-0008,99,1,0,99,91,7,2,95,90,10,0,96,88,11,1,95,3,1004,256,25,01/01/2024,12/31/2024
06C0001203,UCHEALTH AMBULATORY SURGERY CENTERS DBA UCHEALTH EASTVIEW SURGERY CENTER,3843 RIO VISTA DRIVE SUITE 3000,COLORADO SPRINGS,CO,80917,,(719) 364-5682,98,2,0,99,91,8,1,95,90,7,3,96,89,8,3,94,10,419,48,11,01/01/2024,12/31/2024
